org,repo,hyperlink,commits_last_30d,PRs_closed_30d
google,amber,https://github.com/google/amber,2,83
google,partner-ads-experience,https://github.com/google/partner-ads-experience,2,0
google,ecclesia-machine-management,https://github.com/google/ecclesia-machine-management,0,78
google,breakpad,https://github.com/google/breakpad,2,0
google,pdl,https://github.com/google/pdl,1,97
google,web-game-samples,https://github.com/google/web-game-samples,1,28
google,p4-infra,https://github.com/google/p4-infra,1,9
google,tsl,https://github.com/google/tsl,6,46
google,triage-party,https://github.com/google/triage-party,0,91
google,autofdo,https://github.com/google/autofdo,0,83
google,pcie_lmt,https://github.com/google/pcie_lmt,0,3
google,dynamicworld,https://github.com/google/dynamicworld,0,0
google,gwpsan,https://github.com/google/gwpsan,0,18
google,ground-platform,https://github.com/google/ground-platform,0,96
google,civics_cdf_validator,https://github.com/google/civics_cdf_validator,0,70
google,jaxite,https://github.com/google/jaxite,1,39
google,turbinia,https://github.com/google/turbinia,0,98
google,glazier,https://github.com/google/glazier,0,42
google,mdbook-i18n-helpers,https://github.com/google/mdbook-i18n-helpers,1,81
google,mpact-cheriot,https://github.com/google/mpact-cheriot,4,0
google,mpact-riscv,https://github.com/google/mpact-riscv,2,4
google,mpact-sim,https://github.com/google/mpact-sim,0,7
google,truestreet,https://github.com/google/truestreet,0,7
google,fedjax,https://github.com/google/fedjax,1,68
google,mediapy,https://github.com/google/mediapy,1,23
google,rrg,https://github.com/google/rrg,0,96
google,gpt-disk-rs,https://github.com/google/gpt-disk-rs,1,73
google,slowjam,https://github.com/google/slowjam,0,28
google,filonov,https://github.com/google/filonov,19,0
google,built_value.dart,https://github.com/google/built_value.dart,0,88
google,pullsheet,https://github.com/google/pullsheet,0,60
google,aqt,https://github.com/google/aqt,1,76
google,deluca,https://github.com/google/deluca,0,28
google,shoptimizer,https://github.com/google/shoptimizer,6,0
google,safety-web,https://github.com/google/safety-web,3,3
google,safevalues,https://github.com/google/safevalues,0,61
google,go-tpm,https://github.com/google/go-tpm,3,83
google,bt-navi-tests,https://github.com/google/bt-navi-tests,8,11
google,flink-connector-gcp,https://github.com/google/flink-connector-gcp,2,83
google,ffn,https://github.com/google/ffn,0,49
google,sbsim,https://github.com/google/sbsim,0,39
google,devlibrary,https://github.com/google/devlibrary,2,73
google,carfac,https://github.com/google/carfac,0,7
google,pack,https://github.com/google/pack,5,44
google,certificate-transparency-community-site,https://github.com/google/certificate-transparency-community-site,0,63
google,tf-shell,https://github.com/google/tf-shell,8,3
google,googleapis.dart,https://github.com/google/googleapis.dart,0,92
google,vector_math.dart,https://github.com/google/vector_math.dart,0,81
google,safe-active-record,https://github.com/google/safe-active-record,1,7
google,authenticode-rs,https://github.com/google/authenticode-rs,4,70
google,sbat-rs,https://github.com/google/sbat-rs,1,65
google,GoogleAppMeasurement,https://github.com/google/GoogleAppMeasurement,3,83
google,neper,https://github.com/google/neper,0,53
google,ruy,https://github.com/google/ruy,0,53
google,wci,https://github.com/google/wci,2,29
google,app-check,https://github.com/google/app-check,2,78
google,proto-lens,https://github.com/google/proto-lens,0,85
google,pdsl-xray,https://github.com/google/pdsl-xray,14,13
google,rdma-unit-test,https://github.com/google/rdma-unit-test,0,0
google,webdriver.dart,https://github.com/google/webdriver.dart,0,77
google,ippusb,https://github.com/google/ippusb,3,8
google,csv-to-firestore,https://github.com/google/csv-to-firestore,1,0
google,chrome-ssh-agent,https://github.com/google/chrome-ssh-agent,0,94
google,drjax,https://github.com/google/drjax,2,19
google,sound-checker,https://github.com/google/sound-checker,12,36
google,privacy-sandbox-aggregation-service,https://github.com/google/privacy-sandbox-aggregation-service,1,72
google,intellij-community,https://github.com/google/intellij-community,0,0
google,openintent,https://github.com/google/openintent,1,10
google,garf,https://github.com/google/garf,24,76
google,eDistantObject,https://github.com/google/eDistantObject,0,84
google,bazel-common,https://github.com/google/bazel-common,0,68
google,inject-common,https://github.com/google/inject-common,0,23
google,rubik,https://github.com/google/rubik,2,13
google,private-join-and-compute,https://github.com/google/private-join-and-compute,0,5
google,vbootrom,https://github.com/google/vbootrom,0,8
google,hotels-template-library,https://github.com/google/hotels-template-library,0,42
google,rpmpack,https://github.com/google/rpmpack,0,66
google,web-hv,https://github.com/google/web-hv,0,36
google,smc-common,https://github.com/google/smc-common,3,0
google,distributed_point_functions,https://github.com/google/distributed_point_functions,0,23
google,obr,https://github.com/google/obr,0,3
google,symphony-gcp,https://github.com/google/symphony-gcp,1,1
google,libhoth,https://github.com/google/libhoth,2,91
google,smc-hello-world,https://github.com/google/smc-hello-world,1,0
google,deku,https://github.com/google/deku,1,0
google,cabbie,https://github.com/google/cabbie,0,65
google,fast-isotropic-median-filter,https://github.com/google/fast-isotropic-median-filter,2,0
google,python-card-framework,https://github.com/google/python-card-framework,1,6
google,payjs,https://github.com/google/payjs,0,1
google,filament-assets,https://github.com/google/filament-assets,0,0
google,llvm-memprof,https://github.com/google/llvm-memprof,0,1
google,gutil,https://github.com/google/gutil,0,10
google,peoplemath,https://github.com/google/peoplemath,0,96
google,code-review-bot,https://github.com/google/code-review-bot,0,56
google,dart_cli_pkg,https://github.com/google/dart_cli_pkg,0,92
google,har2csv,https://github.com/google/har2csv,0,3
google,conversational-surveys,https://github.com/google/conversational-surveys,0,0
google,webcrypto.dart,https://github.com/google/webcrypto.dart,0,87
google,reflow-list,https://github.com/google/reflow-list,0,12
google,ts-bridge,https://github.com/google/ts-bridge,0,8
google,shifter,https://github.com/google/shifter,0,7
google,github_nonpublic_api,https://github.com/google/github_nonpublic_api,0,32
google,testrun,https://github.com/google/testrun,0,89
google,sbom-conformance,https://github.com/google/sbom-conformance,0,55
google,web-api-gateway,https://github.com/google/web-api-gateway,0,12
google,business_intelligence_group,https://github.com/google/business_intelligence_group,0,32
google,github-webhook-pubsub-bridge,https://github.com/google/github-webhook-pubsub-bridge,0,6
google,fswalker,https://github.com/google/fswalker,0,48
google,pybind11clif,https://github.com/google/pybind11clif,0,66
google,hrx-ruby,https://github.com/google/hrx-ruby,0,5
